id	gdp_2008	gdp_pps_2008	pop_t_2008
FR621	3153000	2772000	150,201
FR622	6654000	5851000	275,889
FR623	41026000	36074000	1217,344
FR624	3881000	3413000	185,266
FR625	3973000	3493000	172,796
FR626	5799000	5099000	229,079
FR627	8106000	7128000	371,738
FR628	5121000	4503000	235,915
FR631	6104000	5367000	242,896
FR632	2491000	2190000	123,907
FR633	9387000	8254000	373,94
FR711	14543000	12788000	581,355
FR712	6412000	5638000	311,452
FR713	13372000	11758000	478,069
FR714	34650000	30468000	1188,66
FR715	18599000	16355000	742,076
FR716	65405000	57512000	1690,498
FR717	13452000	11828000	408,842
FR718	20891000	18369000	716,277
FR721	7994000	7029000	342,807
FR722	3174000	2791000	148,737
FR723	4750000	4176000	221,834
FR724	18014000	15840000	628,485
FR811	7790000	6850000	349,237
FR812	15715000	13819000	694,323
FR813	26490000	23293000	1019,798
FR814	1785000	1570000	76,973
FR815	10050000	8837000	441,387
FR821	3659000	3217000	157,965
FR822	3729000	3279000	134,205
FR823	33370000	29342000	1084,428
FR824	60126000	52870000	1966,005
FR825	25204000	22163000	1001,408
FR826	14176000	12465000	538,902
FR831	3626000	3189000	140,953
FR832	3613000	3177000	162,013
FR910	8747000	7691000	401,784
FR920	8609000	7570000	397,693
FR930	3145000	2765000	219,266
FR940	14544000	12789000	808,25
GR111	2370000	2638000	148,731
GR112	1583000	1762000	106,61
GR113	1514000	1686000	111,2
GR114	1442000	1605000	100,238
GR115	2145000	2388000	139,905
GR121	2401000	2672000	144,185
GR122	23139000	25757000	1144,052
GR123	1549000	1724000	86,086
GR124	2302000	2563000	145,075
GR125	1915000	2132000	128,182
GR126	2349000	2614000	187,831
GR127	1803000	2008000	100,249
GR131	519000	578000	31,345
GR132	1147000	1276000	53,65
GR133	3008000	3349000	154,317
GR134	890000	991000	54,207
GR141	1587000	1767000	115,824
GR142	5221000	5812000	285,845
GR143	4047000	4505000	203,914
GR144	2050000	2282000	130,496
GR211	901000	1003000	70,851
GR212	722000	804000	42,625
GR213	3263000	3633000	181,026
GR214	940000	1046000	57,284
GR221	1031000	1148000	40,293
GR222	2458000	2737000	128,117
GR223	743000	827000	37,935
GR224	414000	461000	22,227
GR231	3214000	3578000	217,697
GR232	6668000	7422000	341,784
GR233	2240000	2493000	179,474
GR241	3929000	4373000	125,309
GR242	4185000	4658000	206,382
GR243	266000	296000	19,492
GR244	3476000	3869000	166,298
GR245	674000	751000	37,588
GR251	1946000	2166000	102,499
GR252	1981000	2206000	88,099
GR253	3279000	3650000	145,968
GR254	1339000	1491000	92,741
GR255	2684000	2988000	164,071
GR300	103334000	115026000	4061,326
GR411	1832000	2039000	105,957
GR412	746000	831000	42,603
GR413	1000000	1114000	51,957
GR421	4794000	5336000	195,098
GR422	3022000	3364000	110,868
GR431	6692000	7449000	299,689
GR432	1657000	1844000	75,411
GR433	1541000	1715000	80,766
GR434	2965000	3300000	150,408
HR011	14621000	21569000	787,024
HR012	2627000	3875000	326,062
HR013	1011000	1491000	137,406
HR014	1700000	2508000	181,117
HR015	1168000	1724000	120,399
HR016	1057000	1559000	117,991
HR021	1037000	1530000	126,155
HR022	661000	975000	88,657
HR023	557000	822000	82,846
HR024	1073000	1584000	173,919
HR025	2844000	4196000	321,474
HR026	1318000	1944000	198,624
HR027	1127000	1663000	134,007
HR028	1470000	2168000	175,162
HR031	3864000	5700000	304,846
HR032	492000	726000	50,9
HR033	1580000	2331000	174,011
HR034	932000	1375000	114,422
HR035	4058000	5986000	481,521
HR036	2826000	4168000	213,493
HR037	1344000	1982000	126,365
HU101	40114000	61145000	1702,297
HU102	11094000	16910000	1195,02
HU211	4234000	6453000	428,572
HU212	3495000	5328000	314,649
HU213	2799000	4266000	361,62
HU221	5329000	8124000	444,384
HU222	2417000	3684000	261,877
HU223	2547000	3882000	291,678
HU231	2999000	4571000	396,633
HU232	2141000	3263000	325,024
HU233	1803000	2748000	238,431
HU311	4713000	7183000	709,634
HU312	2315000	3529000	316,874
HU313	1007000	1534000	210,182
HU321	4075000	6212000	543,802
HU322	2734000	4167000	399,2
HU323	3127000	4767000	571,018
HU331	3780000	5761000	533,71
HU332	2309000	3519000	376,657
HU333	3342000	5094000	424,139
IE011	14178000	11646000	489,964
IE012	7133000	5859000	265,44
IE013	12487000	10256000	423,876
IE021	71965000	59111000	1212,348
IE022	16180000	13290000	512,171
IE023	12589000	10340000	370,235
IE024	14882000	12224000	485,614
IE025	30575000	25114000	641,687
IS001	6448000	6103000	197,945
IS002	3828000	3623000	117,514
ITC11	66114000	65502000	2277,686
ITC12	5268000	5219000	177,367
ITC13	5317000	5267000	187,491
ITC14	3963000	3927000	162,333
ITC15	10400000	10304000	361,904
ITC16	18023000	17856000	580,513
ITC17	5649000	5597000	218,081
ITC18	12280000	12167000	435,891
ITC20	3883000	3847000	125,979
ITC31	5741000	5688000	219,383
ITC32	7953000	7879000	285,066
ITC33	24762000	24532000	883,778
ITC34	5675000	5623000	221,595
ITC41	26663000	26416000	863,099
ITC42	16902000	16746000	578,175
ITC43	10161000	10067000	331,607
ITC44	5591000	5540000	181,338
ITC45	148756000	147378000	3906,726
ITC46	35103000	34778000	1059,593
ITC47	40117000	39745000	1211,617
ITC48	14820000	14683000	530,969
ITC49	6071000	6014000	219,67
ITC4A	10514000	10417000	355,947
ITC4B	13524000	13399000	403,665
ITD10	17155000	16996000	493,91
ITD20	16007000	15859000	513,357
ITD31	27935000	27676000	896,316
ITD32	27121000	26870000	852,242
ITD33	6697000	6635000	213,612
ITD34	26244000	26001000	869,534
ITD35	26236000	25993000	844,606
ITD36	28258000	27996000	909,775
ITD37	6894000	6830000	246,255
ITD41	9122000	9037000	307,664
ITD42	15803000	15657000	535,992
ITD43	3754000	3720000	141,948
ITD44	7498000	7429000	236,457
ITD51	8574000	8495000	281,616
ITD52	13723000	13596000	425,702
ITD53	16108000	15959000	510,124
ITD54	23725000	23505000	677,672
ITD55	33573000	33262000	964,074
ITD56	9879000	9787000	355,809
ITD57	11443000	11337000	379,468
ITD58	12360000	12245000	383,043
ITD59	9291000	9205000	298,294
ITE11	4710000	4666000	202,435
ITE12	11363000	11258000	387,058
ITE13	7634000	7563000	287,415
ITE14	31187000	30898000	977,088
ITE15	6949000	6885000	245,742
ITE16	9136000	9052000	339,34
ITE17	11868000	11758000	405,883
ITE18	9417000	9330000	342,367
ITE19	7827000	7755000	266,291
ITE1A	5973000	5917000	223,429
ITE21	16372000	16220000	653,802
ITE22	5481000	5430000	230,648
ITE31	10136000	10043000	376,321
ITE32	14073000	13943000	470,716
ITE33	8249000	8173000	319,65
ITE34	9221000	9136000	386,376
ITE41	7370000	7302000	310,65
ITE42	3646000	3612000	156,796
ITE43	137890000	136613000	4061,543
ITE44	13332000	13208000	537,213
ITE45	11878000	11768000	494,815
ITF11	6535000	6475000	307,643
ITF12	6647000	6586000	306,067
ITF13	6848000	6785000	315,825
ITF14	8694000	8613000	394,452
ITF21	1751000	1735000	89,127
ITF22	4757000	4713000	231,711
ITF31	14103000	13973000	897,82
ITF32	4896000	4850000	288,832
ITF33	49729000	49268000	3083,06
ITF34	7802000	7730000	439,049
ITF35	19790000	19607000	1102,629
ITF41	10588000	10490000	682,456
ITF42	28588000	28323000	1599,378
ITF43	10203000	10108000	580,497
ITF44	6568000	6507000	402,985
ITF45	13598000	13472000	811,23
ITF51	7566000	7496000	387,195
ITF52	3842000	3806000	203,806
ITF61	12552000	12436000	732,072
ITF62	2476000	2453000	172,849
ITF63	6739000	6676000	367,655
ITF64	2539000	2516000	167,757
ITF65	8958000	8875000	567,374
ITG11	6886000	6823000	435,974
ITG12	21754000	21553000	1243,385
ITG13	11369000	11264000	654,032
ITG14	6642000	6581000	455,55
ITG15	4553000	4511000	272,57
ITG16	2670000	2645000	173,723
ITG17	17946000	17780000	1081,915
ITG18	5557000	5505000	311,77
ITG19	7160000	7093000	400,764
ITG25	6332000	6273000	334,656
ITG26	3142000	3112000	161,684
ITG27	12630000	12513000	557,679
ITG28	2995000	2968000	167,941
ITG29	3582000	3548000	151,346
ITG2A	1010000	1001000	58,019
ITG2B	1508000	1494000	103,436
ITG2C	1984000	1966000	130,856
LI000	3454000	2759000	35,356
LT001	1108000	1762000	177,04
LT002	6247000	9936000	673,706
LT003	3676000	5846000	378,843
LT004	1050000	1670000	181,219
LT005	1943000	3091000	284,235
LT006	2375000	3777000	349,876
LT007	572000	909000	127,378
LT008	1346000	2141000	173,383
LT009	1324000	2105000	172,58
LT00A	12645000	20111000	848,097
LU000	39640000	34176000	483,799
LV003	2407000	3345000	303,618
LV005	1937000	2692000	348,271
LV006	12476000	17337000	717,371
LV007	2932000	4075000	380,347
LV008	1520000	2112000	237,803
LV009	1765000	2452000	283,484
MK001	490000	1280000	153,929
MK002	509000	1329000	180,422
MK003	544000	1421000	222,221
MK004	471000	1230000	172,238
MK005	798000	2083000	235,141
MK006	484000	1264000	312,106
MK007	346000	902000	174,139
MK008	3049000	7960000	594,981
MT001	5474000	7578000	379
MT002	324000	448000	31,29
NL111	3167000	2922000	153,063
NL112	1810000	1670000	50,147
NL113	25902000	23902000	370,249
NL121	10476000	9667000	330,764
NL122	2694000	2486000	105,564
NL123	5974000	5513000	206,861
NL131	5020000	4633000	187,899
NL132	4776000	4407000	171,345
NL133	3892000	3591000	128,891
NL211	12182000	11241000	349,296
NL212	4317000	3983000	151,706
NL213	18785000	17334000	618,992
NL221	21198000	19561000	648,368
NL224	7200000	6644000	401,766
NL225	10999000	10149000	699,966
NL226	21246000	19605000	233,769
NL230	10574000	9757000	378,688
NL310	51341000	47375000	1201,35
NL321	9503000	8769000	366,561
NL322	6782000	6258000	228,864
NL323	6415000	5920000	190,194
NL324	5909000	5453000	217,327
NL325	4465000	4120000	158,764
NL326	67781000	62545000	1222,305
NL327	8091000	7466000	242,148
NL331	12260000	11313000	386,818
NL332	30485000	28130000	784,405
NL333	8790000	8111000	212,918
NL334	9628000	8884000	325,539
NL335	54731000	50503000	1351,579
NL336	13574000	12525000	400,176
NL341	4575000	4221000	107,337
NL342	8146000	7517000	273,248
NL411	23837000	21996000	609,544
NL412	14111000	13021000	454,213
NL413	22564000	20821000	631,183
NL414	27159000	25061000	729,887
NL421	8874000	8189000	278,818
NL422	7196000	6640000	234,019
NL423	19795000	18266000	610,868
NO011	51895000	38253000	560,484
NO012	22498000	16584000	518,567
NO021	6698000	4937000	189,289
NO022	6641000	4895000	183,637
NO031	9705000	7154000	265,458
NO032	10321000	7608000	251,22
NO033	8481000	6252000	226,433
NO034	6903000	5088000	166,731
NO041	3838000	2829000	106,13
NO042	7642000	5633000	165,944
NO043	22176000	16347000	412,687
NO051	23480000	17308000	462,674
NO052	4390000	3236000	106,259
NO053	11395000	8400000	246,772
NO061	12847000	9470000	282,993
NO062	4236000	3122000	129,856
NO071	9047000	6669000	234,996
NO072	5739000	4230000	154,642
NO073	2647000	1951000	72,399
PL113	8854000	13098000	753,192
PL114	3060000	4527000	376,075
PL115	4963000	7342000	598,945
PL116	3123000	4620000	454,127
PL117	2623000	3881000	373,559
PL121	6284000	9295000	625,092
PL122	5263000	7786000	748,689
PL127	48075000	71117000	1706,624
PL128	4254000	6292000	622,599
PL129	5831000	8626000	749,044
PL12A	8350000	12352000	736,44
PL213	11177000	16535000	756,583
PL214	4286000	6340000	668,479
PL215	4322000	6393000	761,996
PL216	4490000	6643000	632,336
PL217	2714000	4015000	459,642
PL224	4288000	6344000	532,626
PL225	6083000	8999000	649,695
PL227	5908000	8739000	637,006
PL228	3467000	5129000	457,978
PL229	5170000	7648000	500,945
PL22A	10545000	15599000	771,521
PL22B	7107000	10514000	721,377
PL22C	5252000	7769000	382,967
PL311	1721000	2546000	308,517
PL312	3690000	5459000	650,952
PL314	6005000	8883000	714,276
PL315	2887000	4270000	492,468
PL323	2823000	4176000	480,895
PL324	2175000	3218000	395,349
PL325	4515000	6679000	607,187
PL326	4281000	6333000	613,907
PL331	6362000	9412000	777,918
PL332	3343000	4945000	497,632
PL343	4155000	6146000	503,69
PL344	2385000	3528000	412,182
PL345	1753000	2593000	276,788
PL411	3023000	4471000	407,192
PL414	4667000	6904000	650,368
PL415	10680000	15799000	560,932
PL416	4936000	7302000	666,968
PL417	4324000	6397000	541,323
PL418	6102000	9026000	560,099
PL422	4588000	6787000	591,964
PL423	2287000	3383000	375,124
PL424	5000000	7396000	407,811
PL425	2753000	4073000	317,372
PL431	3161000	4676000	381,834
PL432	5084000	7521000	626,647
PL514	9262000	13702000	632,93
PL515	4339000	6419000	579,646
PL516	6428000	9510000	448,586
PL517	4993000	7387000	680,111
PL518	4456000	6592000	537,137
PL521	2496000	3692000	409,735
PL522	5865000	8676000	627,353
PL613	8094000	11973000	759,19
PL614	3466000	5127000	529,476
PL615	5459000	8075000	777,47
PL621	3534000	5228000	529,864
PL622	4825000	7138000	612,524
PL623	1719000	2543000	283,767
PL631	3551000	5253000	478,345
PL633	9582000	14175000	745,113
PL634	3290000	4868000	498,36
PL635	3603000	5330000	489,102
PT111	2604000	3132000	251,676
PT112	5087000	6118000	411,327
PT113	6157000	7406000	524,057
PT114	21796000	26216000	1281,424
PT115	4902000	5896000	560,672
PT116	3692000	4441000	287,665
PT117	2032000	2443000	212,17
PT118	2159000	2597000	216,245
PT150	7635000	9184000	426,386
PT161	5962000	7171000	399,607
PT162	5099000	6134000	332,355
PT163	4386000	5275000	267,223
PT164	1360000	1636000	137,636
PT165	3483000	4189000	291,516
PT166	413000	497000	41,074
PT167	390000	469000	47,904
PT168	1175000	1413000	110,151
PT169	1016000	1222000	73,923
PT16A	981000	1180000	91,35
PT16B	4685000	5636000	361,868
PT16C	3008000	3618000	231,304
PT171	54247000	65247000	2025,628
PT172	9370000	11270000	782,786
PT181	1945000	2339000	96,169
PT182	1545000	1859000	118,066
PT183	2326000	2798000	169,863
PT184	1970000	2369000	127,581
PT185	3606000	4338000	249,254
PT200	3704000	4455000	244,006
PT300	5289000	6361000	246,689
RO111	3734000	6715000	593,897
RO112	1551000	2789000	316,869
RO113	5421000	9748000	692,021
RO114	2177000	3915000	512,56
RO115	1649000	2965000	365,975
RO116	1198000	2154000	242,854
RO121	2392000	4301000	374,727
RO122	4565000	8208000	596,467
RO123	1084000	1949000	223,208
RO124	1628000	2928000	325,682
RO125	2945000	5296000	581,4
RO126	3050000	5484000	423,144
RO211	3277000	5893000	719,655
RO212	1477000	2656000	453,958
RO213	4089000	7353000	818,929
RO214	2045000	3678000	566,74
RO215	2667000	4796000	707,251
RO216	1360000	2445000	456,02
RO221	1874000	3369000	363,979
RO222	2088000	3754000	486,445
RO223	5643000	10147000	719,727
RO224	2953000	5310000	613,509
RO225	1138000	2046000	249,779
RO226	1508000	2711000	392,317
RO311	4795000	8622000	644,487
RO312	1246000	2241000	314,081
RO313	2452000	4408000	531,441
RO314	995000	1790000	282,638
RO315	1274000	2291000	289,501
RO316	5470000	9835000	819,6
RO317	1611000	2897000	410,288
RO321	31820000	57214000	1943,981
RO322	3590000	6455000	298,021
RO411	3687000	6629000	710,669
RO412	2624000	4718000	380,061
RO413	1266000	2276000	296,609
RO414	1837000	3302000	473,128
RO415	1992000	3581000	410,309
RO421	3046000	5476000	457,318
RO422	1661000	2986000	326,067
RO423	2830000	5089000	470,103
RO424	6054000	10886000	673,212
SE110	97005000	82668000	1949,516
SE121	10274000	8756000	323,27
SE122	7964000	6787000	265,19
SE123	12680000	10806000	420,809
SE124	8824000	7520000	276,067
SE125	7838000	6680000	249,193
SE211	11127000	9483000	333,61
SE212	6311000	5379000	180,787
SE213	7301000	6222000	233,834
SE214	1575000	1342000	57,122
SE221	4623000	3940000	151,9
SE224	38169000	32528000	1199,357
SE231	9301000	7926000	291,393
SE232	54491000	46437000	1547,298
SE311	8145000	6941000	273,826
SE312	9160000	7806000	275,618
SE313	8422000	7177000	275,556
SE321	8231000	7014000	243,449
SE322	4142000	3530000	126,937
SE331	8167000	6960000	257,593
SE332	9505000	8100000	250,602
SI011	1442000	1783000	120,023
SI012	5050000	6246000	322,266
SI013	1028000	1271000	72,427
SI014	4273000	5285000	256,339
SI015	540000	668000	44,716
SI016	1062000	1314000	69,321
SI017	2406000	2975000	139,166
SI018	708000	875000	51,107
SI021	13479000	16669000	510,763
SI022	3113000	3850000	199,923
SI023	2098000	2595000	117,914
SI024	2105000	2604000	106,304
SK010	16899000	25657000	610,85
SK021	7654000	11620000	557,151
SK022	6502000	9871000	599,831
SK023	7153000	10860000	706,758
SK031	7238000	10989000	695,698
SK032	5889000	8941000	654,668
SK041	5630000	8548000	801,939
SK042	7608000	11551000	774,103
TR100	137864000	229459000	12573,836
TR211	5748000	9567000	728,396
TR212	3570000	5942000	396,462
TR213	4234000	7047000	333,256
TR221	7167000	11929000	1118,313
TR222	3600000	5992000	476,128
TR310	32591000	54244000	3739,353
TR321	5647000	9399000	946,971
TR322	5326000	8865000	907,325
TR323	6997000	11646000	766,156
TR331	9695000	16136000	1319,92
TR332	3215000	5351000	701,572
TR333	3698000	6155000	583,91
TR334	1463000	2435000	334,115
TR411	23231000	38665000	2439,876
TR412	7679000	12781000	724,849
TR413	2154000	3585000	203,777
TR421	20644000	34360000	1437,926
TR422	4310000	7174000	835,222
TR423	996000	1658000	323,328
TR424	3107000	5171000	270,417
TR425	1617000	2691000	181,758
TR510	42466000	70680000	4466,756
TR521	10371000	17261000	1959,082
TR522	1456000	2423000	226,049
TR611	14456000	24060000	1789,295
TR612	2898000	4823000	419,845
TR613	1867000	3107000	251,181
TR621	10371000	17261000	2006,65
TR622	9534000	15868000	1595,938
TR631	6453000	10740000	1386,224
TR632	4710000	7839000	1004,414
TR633	1605000	2671000	452,88
TR711	2558000	4258000	280,234
TR712	952000	1585000	366,109
TR713	1525000	2538000	331,677
TR714	1603000	2668000	280,058
TR715	914000	1521000	223,17
TR721	6326000	10529000	1165,088
TR722	3444000	5732000	638,464
TR723	1935000	3221000	492,127
TR811	5114000	8512000	615,89
TR812	991000	1649000	218,463
TR813	548000	912000	182,131
TR821	1871000	3114000	360,366
TR822	880000	1465000	174,012
TR823	918000	1528000	198,412
TR831	6097000	10148000	1228,959
TR832	3431000	5711000	620,722
TR833	2974000	4950000	549,828
TR834	1583000	2635000	328,674
TR901	4320000	7190000	740,569
TR902	2731000	4545000	715,409
TR903	2356000	3921000	417,505
TR904	2023000	3367000	316,252
TR905	1172000	1951000	168,092
TR906	584000	972000	130,825
TRA11	3017000	5021000	784,941
TRA12	1097000	1826000	213,538
TRA13	292000	486000	76,609
TRA21	1095000	1823000	530,879
TRA22	1034000	1721000	312,205
TRA23	531000	884000	181,866
TRA24	405000	674000	112,721
TRB11	3196000	5319000	722,065
TRB12	2550000	4244000	541,258
TRB13	525000	874000	251,552
TRB14	378000	629000	84,022
TRB21	2609000	4342000	979,671
TRB22	900000	1498000	405,509
TRB23	861000	1433000	327,886
TRB24	684000	1138000	246,469
TRC11	5733000	9542000	1560,023
TRC12	1579000	2628000	582,762
TRC13	559000	930000	118,457
TRC21	3787000	6303000	1523,099
TRC22	4639000	7721000	1460,714
TRC31	2179000	3627000	745,778
TRC32	1745000	2904000	472,487
TRC33	714000	1188000	416,001
TRC34	907000	1510000	291,528
UKC11	6242000	6065000	279,87
UKC12	5926000	5758000	277,87
UKC13	2810000	2731000	99,823
UKC14	9322000	9057000	503,451
UKC21	5647000	5486000	310,59
UKC22	22152000	21524000	812,963
UKC23	6903000	6707000	280,975
UKD11	4979000	4838000	235,213
UKD12	6509000	6325000	261,116
UKD21	10774000	10468000	314,088
UKD22	21552000	20940000	687,82
UKD31	46512000	45192000	1400,85
UKD32	21687000	21072000	1171,87
UKD41	3160000	3070000	139,491
UKD42	2315000	2249000	141,183
UKD43	28311000	27508000	1165,72
UKD51	6333000	6154000	326,394
UKD52	12523000	12167000	441,852
UKD53	4469000	4342000	274,616
UKD54	5075000	4931000	308,683
UKE11	6191000	6016000	260,296
UKE12	6452000	6269000	334,979
UKE13	8137000	7907000	317,289
UKE21	5772000	5608000	193,703
UKE22	15229000	14797000	591,344
UKE31	14952000	14528000	766,294
UKE32	14054000	13655000	537,471
UKE41	11093000	10779000	498,811
UKE42	26039000	25300000	775,717
UKE43	20877000	20284000	923,706
UKF11	7739000	7519000	242,458
UKF12	5411000	5258000	272,774
UKF13	10294000	10002000	483,472
UKF14	11040000	10727000	294,447
UKF15	9982000	9699000	438,246
UKF16	6680000	6491000	333,07
UKF21	8709000	8462000	302,32
UKF22	19281000	18734000	676,963
UKF23	20390000	19811000	675,861
UKF30	14695000	14278000	693,594
UKG11	4179000	4061000	178,612
UKG12	12700000	12339000	554,356
UKG13	16223000	15763000	531,226
UKG21	4645000	4513000	161,51
UKG22	6191000	6015000	289,692
UKG23	5135000	4989000	238,732
UKG24	18171000	17656000	825,604
UKG31	28969000	28147000	1015,466
UKG32	6803000	6610000	203,572
UKG33	8449000	8209000	308,484
UKG34	12552000	12195000	593,743
UKG35	10942000	10632000	492,397
UKH11	5932000	5764000	169,04
UKH12	20214000	19640000	596,622
UKH13	18941000	18403000	842,678
UKH14	18117000	17603000	707,726
UKH21	6133000	5959000	188,832
UKH22	9791000	9514000	406,862
UKH23	38409000	37319000	1076,918
UKH31	3622000	3520000	161,962
UKH32	3451000	3353000	153,698
UKH33	34845000	33857000	1378,697
UKI11	174012000	169074000	1104,338
UKI12	92970000	90332000	1912,396
UKI21	32055000	31146000	1619,558
UKI22	29709000	28866000	1199,852
UKI23	58699000	57033000	1799,142
UKJ11	39496000	38375000	835,369
UKJ12	10137000	9850000	230,956
UKJ13	15572000	15131000	490,016
UKJ14	21764000	21146000	633,912
UKJ21	7227000	7022000	252,022
UKJ22	9530000	9259000	510,263
UKJ23	41443000	40267000	1095,872
UKJ24	21490000	20880000	785,842
UKJ31	6401000	6219000	198,01
UKJ32	6853000	6659000	232,482
UKJ33	39361000	38244000	1278,894
UKJ34	2446000	2377000	139,8
UKJ41	4651000	4519000	252,756
UKJ42	34800000	33813000	1395,814
UKK11	16600000	16129000	423,434
UKK12	20282000	19706000	641,912
UKK13	16804000	16327000	585,362
UKK14	8531000	8289000	194,256
UKK15	11648000	11318000	452,152
UKK21	9345000	9080000	304,614
UKK22	8600000	8356000	405,546
UKK23	12548000	12192000	522,935
UKK30	10260000	9969000	530,035
UKK41	6020000	5849000	254,984
UKK42	2397000	2329000	134,014
UKK43	17087000	16602000	745,198
UKL11	1121000	1089000	68,781
UKL12	2327000	2261000	118,588
UKL13	3675000	3571000	207,739
UKL14	6519000	6334000	373,994
UKL15	4936000	4796000	289,974
UKL16	5488000	5333000	331,457
UKL17	5695000	5533000	270,978
UKL18	5191000	5044000	229,468
UKL21	6381000	6200000	227,044
UKL22	14916000	14493000	451,874
UKL23	6940000	6743000	281,894
UKL24	2329000	2263000	131,322
UKM21	6391000	6209000	252,402
UKM22	8373000	8136000	411,379
UKM23	3555000	3454000	175,308
UKM24	2128000	2068000	111,932
UKM25	23385000	22721000	469,852
UKM26	4280000	4158000	151,135
UKM27	6157000	5982000	231,43
UKM28	4918000	4778000	168,637
UKM31	4053000	3938000	222,342
UKM32	3113000	3025000	148,441
UKM33	4311000	4189000	248,909
UKM34	24984000	24275000	583,092
UKM35	7728000	7508000	339,868
UKM36	7695000	7477000	325,1
UKM37	2824000	2744000	111,676
UKM38	6843000	6649000	309,796
UKM50	18226000	17709000	450,139
UKM61	1813000	1762000	90,818
UKM62	4573000	4444000	183,266
UKM63	2058000	1999000	102,702
UKM64	523000	508000	26,242
UKM65	465000	451000	19,868
UKM66	636000	618000	21,964
UKN01	12641000	12282000	267,976
UKN02	7139000	6937000	381,088
UKN03	9075000	8818000	430,134
UKN04	4968000	4827000	286,294
UKN05	7672000	7454000	401,808
